action,sample_id,input_path,split,source
paper,paper_7585,./dataset/skeleton_final_v2/paper/paper_7585.npy,test,original_3d
paper,paper_7585__Cam_0,./dataset/multiview3d_blender/paper/paper_7585/Cam_0.npy,test,multiview3d_Cam_0
paper,paper_7585__Cam_2,./dataset/multiview3d_blender/paper/paper_7585/Cam_2.npy,test,multiview3d_Cam_2
paper,paper_7585__Cam_4,./dataset/multiview3d_blender/paper/paper_7585/Cam_4.npy,test,multiview3d_Cam_4
paper,paper_7585__Cam_5,./dataset/multiview3d_blender/paper/paper_7585/Cam_5.npy,test,multiview3d_Cam_5
the-finger,the-finger_233,./dataset/skeleton_final_v2/the-finger/the-finger_233.npy,test,original_3d
the-finger,the-finger_233__Cam_0,./dataset/multiview3d_blender/the-finger/the-finger_233/Cam_0.npy,test,multiview3d_Cam_0
the-finger,the-finger_233__Cam_2,./dataset/multiview3d_blender/the-finger/the-finger_233/Cam_2.npy,test,multiview3d_Cam_2
the-finger,the-finger_233__Cam_4,./dataset/multiview3d_blender/the-finger/the-finger_233/Cam_4.npy,test,multiview3d_Cam_4
the-finger,the-finger_233__Cam_5,./dataset/multiview3d_blender/the-finger/the-finger_233/Cam_5.npy,test,multiview3d_Cam_5
thumbup,thumbup_6407,./dataset/skeleton_final_v2/thumbup/thumbup_6407.npy,test,original_3d
thumbup,thumbup_6407__Cam_0,./dataset/multiview3d_blender/thumbup/thumbup_6407/Cam_0.npy,test,multiview3d_Cam_0
thumbup,thumbup_6407__Cam_2,./dataset/multiview3d_blender/thumbup/thumbup_6407/Cam_2.npy,test,multiview3d_Cam_2
thumbup,thumbup_6407__Cam_4,./dataset/multiview3d_blender/thumbup/thumbup_6407/Cam_4.npy,test,multiview3d_Cam_4
thumbup,thumbup_6407__Cam_5,./dataset/multiview3d_blender/thumbup/thumbup_6407/Cam_5.npy,test,multiview3d_Cam_5
the-finger,the-finger-set2 (208),./dataset/skeleton_final_v2/the-finger/the-finger-set2 (208).npy,test,original_3d
the-finger,the-finger-set2 (208)__Cam_0,./dataset/multiview3d_blender/the-finger/the-finger-set2 (208)/Cam_0.npy,test,multiview3d_Cam_0
the-finger,the-finger-set2 (208)__Cam_2,./dataset/multiview3d_blender/the-finger/the-finger-set2 (208)/Cam_2.npy,test,multiview3d_Cam_2
the-finger,the-finger-set2 (208)__Cam_4,./dataset/multiview3d_blender/the-finger/the-finger-set2 (208)/Cam_4.npy,test,multiview3d_Cam_4
the-finger,the-finger-set2 (208)__Cam_5,./dataset/multiview3d_blender/the-finger/the-finger-set2 (208)/Cam_5.npy,test,multiview3d_Cam_5
ok,ok_Set2_ (270),./dataset/skeleton_final_v2/ok/ok_Set2_ (270).npy,test,original_3d
ok,ok_Set2_ (270)__Cam_0,./dataset/multiview3d_blender/ok/ok_Set2_ (270)/Cam_0.npy,test,multiview3d_Cam_0
ok,ok_Set2_ (270)__Cam_2,./dataset/multiview3d_blender/ok/ok_Set2_ (270)/Cam_2.npy,test,multiview3d_Cam_2
ok,ok_Set2_ (270)__Cam_4,./dataset/multiview3d_blender/ok/ok_Set2_ (270)/Cam_4.npy,test,multiview3d_Cam_4
ok,ok_Set2_ (270)__Cam_5,./dataset/multiview3d_blender/ok/ok_Set2_ (270)/Cam_5.npy,test,multiview3d_Cam_5
paper,paper-set2 (329),./dataset/skeleton_final_v2/paper/paper-set2 (329).npy,test,original_3d
paper,paper-set2 (329)__Cam_0,./dataset/multiview3d_blender/paper/paper-set2 (329)/Cam_0.npy,test,multiview3d_Cam_0
paper,paper-set2 (329)__Cam_2,./dataset/multiview3d_blender/paper/paper-set2 (329)/Cam_2.npy,test,multiview3d_Cam_2
paper,paper-set2 (329)__Cam_4,./dataset/multiview3d_blender/paper/paper-set2 (329)/Cam_4.npy,test,multiview3d_Cam_4
paper,paper-set2 (329)__Cam_5,./dataset/multiview3d_blender/paper/paper-set2 (329)/Cam_5.npy,test,multiview3d_Cam_5
ok,ok_Set2_ (321),./dataset/skeleton_final_v2/ok/ok_Set2_ (321).npy,test,original_3d
ok,ok_Set2_ (321)__Cam_0,./dataset/multiview3d_blender/ok/ok_Set2_ (321)/Cam_0.npy,test,multiview3d_Cam_0
ok,ok_Set2_ (321)__Cam_2,./dataset/multiview3d_blender/ok/ok_Set2_ (321)/Cam_2.npy,test,multiview3d_Cam_2
ok,ok_Set2_ (321)__Cam_4,./dataset/multiview3d_blender/ok/ok_Set2_ (321)/Cam_4.npy,test,multiview3d_Cam_4
ok,ok_Set2_ (321)__Cam_5,./dataset/multiview3d_blender/ok/ok_Set2_ (321)/Cam_5.npy,test,multiview3d_Cam_5
thumbdown,thumbdown (132),./dataset/skeleton_final_v2/thumbdown/thumbdown (132).npy,test,original_3d
thumbdown,thumbdown (132)__Cam_0,./dataset/multiview3d_blender/thumbdown/thumbdown (132)/Cam_0.npy,test,multiview3d_Cam_0
thumbdown,thumbdown (132)__Cam_2,./dataset/multiview3d_blender/thumbdown/thumbdown (132)/Cam_2.npy,test,multiview3d_Cam_2
thumbdown,thumbdown (132)__Cam_4,./dataset/multiview3d_blender/thumbdown/thumbdown (132)/Cam_4.npy,test,multiview3d_Cam_4
thumbdown,thumbdown (132)__Cam_5,./dataset/multiview3d_blender/thumbdown/thumbdown (132)/Cam_5.npy,test,multiview3d_Cam_5
thumbdown,thumbdown_6827,./dataset/skeleton_final_v2/thumbdown/thumbdown_6827.npy,test,original_3d
thumbdown,thumbdown_6827__Cam_0,./dataset/multiview3d_blender/thumbdown/thumbdown_6827/Cam_0.npy,test,multiview3d_Cam_0
thumbdown,thumbdown_6827__Cam_2,./dataset/multiview3d_blender/thumbdown/thumbdown_6827/Cam_2.npy,test,multiview3d_Cam_2
thumbdown,thumbdown_6827__Cam_4,./dataset/multiview3d_blender/thumbdown/thumbdown_6827/Cam_4.npy,test,multiview3d_Cam_4
thumbdown,thumbdown_6827__Cam_5,./dataset/multiview3d_blender/thumbdown/thumbdown_6827/Cam_5.npy,test,multiview3d_Cam_5
paper,paper_4586,./dataset/skeleton_final_v2/paper/paper_4586.npy,test,original_3d
paper,paper_4586__Cam_0,./dataset/multiview3d_blender/paper/paper_4586/Cam_0.npy,test,multiview3d_Cam_0
paper,paper_4586__Cam_2,./dataset/multiview3d_blender/paper/paper_4586/Cam_2.npy,test,multiview3d_Cam_2
paper,paper_4586__Cam_4,./dataset/multiview3d_blender/paper/paper_4586/Cam_4.npy,test,multiview3d_Cam_4
paper,paper_4586__Cam_5,./dataset/multiview3d_blender/paper/paper_4586/Cam_5.npy,test,multiview3d_Cam_5
paper,paper (228),./dataset/skeleton_final_v2/paper/paper (228).npy,test,original_3d
paper,paper (228)__Cam_0,./dataset/multiview3d_blender/paper/paper (228)/Cam_0.npy,test,multiview3d_Cam_0
paper,paper (228)__Cam_2,./dataset/multiview3d_blender/paper/paper (228)/Cam_2.npy,test,multiview3d_Cam_2
paper,paper (228)__Cam_4,./dataset/multiview3d_blender/paper/paper (228)/Cam_4.npy,test,multiview3d_Cam_4
paper,paper (228)__Cam_5,./dataset/multiview3d_blender/paper/paper (228)/Cam_5.npy,test,multiview3d_Cam_5
thumbup,thumbup (386),./dataset/skeleton_final_v2/thumbup/thumbup (386).npy,test,original_3d
thumbup,thumbup (386)__Cam_0,./dataset/multiview3d_blender/thumbup/thumbup (386)/Cam_0.npy,test,multiview3d_Cam_0
thumbup,thumbup (386)__Cam_2,./dataset/multiview3d_blender/thumbup/thumbup (386)/Cam_2.npy,test,multiview3d_Cam_2
thumbup,thumbup (386)__Cam_4,./dataset/multiview3d_blender/thumbup/thumbup (386)/Cam_4.npy,test,multiview3d_Cam_4
thumbup,thumbup (386)__Cam_5,./dataset/multiview3d_blender/thumbup/thumbup (386)/Cam_5.npy,test,multiview3d_Cam_5
ok,ok_Set2_ (164),./dataset/skeleton_final_v2/ok/ok_Set2_ (164).npy,test,original_3d
ok,ok_Set2_ (164)__Cam_0,./dataset/multiview3d_blender/ok/ok_Set2_ (164)/Cam_0.npy,test,multiview3d_Cam_0
ok,ok_Set2_ (164)__Cam_2,./dataset/multiview3d_blender/ok/ok_Set2_ (164)/Cam_2.npy,test,multiview3d_Cam_2
ok,ok_Set2_ (164)__Cam_4,./dataset/multiview3d_blender/ok/ok_Set2_ (164)/Cam_4.npy,test,multiview3d_Cam_4
ok,ok_Set2_ (164)__Cam_5,./dataset/multiview3d_blender/ok/ok_Set2_ (164)/Cam_5.npy,test,multiview3d_Cam_5
ok,ok (254),./dataset/skeleton_final_v2/ok/ok (254).npy,test,original_3d
ok,ok (254)__Cam_0,./dataset/multiview3d_blender/ok/ok (254)/Cam_0.npy,test,multiview3d_Cam_0
ok,ok (254)__Cam_2,./dataset/multiview3d_blender/ok/ok (254)/Cam_2.npy,test,multiview3d_Cam_2
ok,ok (254)__Cam_4,./dataset/multiview3d_blender/ok/ok (254)/Cam_4.npy,test,multiview3d_Cam_4
ok,ok (254)__Cam_5,./dataset/multiview3d_blender/ok/ok (254)/Cam_5.npy,test,multiview3d_Cam_5
ok,ok_Set2_ (324),./dataset/skeleton_final_v2/ok/ok_Set2_ (324).npy,test,original_3d
ok,ok_Set2_ (324)__Cam_0,./dataset/multiview3d_blender/ok/ok_Set2_ (324)/Cam_0.npy,test,multiview3d_Cam_0
ok,ok_Set2_ (324)__Cam_2,./dataset/multiview3d_blender/ok/ok_Set2_ (324)/Cam_2.npy,test,multiview3d_Cam_2
ok,ok_Set2_ (324)__Cam_4,./dataset/multiview3d_blender/ok/ok_Set2_ (324)/Cam_4.npy,test,multiview3d_Cam_4
ok,ok_Set2_ (324)__Cam_5,./dataset/multiview3d_blender/ok/ok_Set2_ (324)/Cam_5.npy,test,multiview3d_Cam_5
ok,ok (138),./dataset/skeleton_final_v2/ok/ok (138).npy,test,original_3d
ok,ok (138)__Cam_0,./dataset/multiview3d_blender/ok/ok (138)/Cam_0.npy,test,multiview3d_Cam_0
ok,ok (138)__Cam_2,./dataset/multiview3d_blender/ok/ok (138)/Cam_2.npy,test,multiview3d_Cam_2
ok,ok (138)__Cam_4,./dataset/multiview3d_blender/ok/ok (138)/Cam_4.npy,test,multiview3d_Cam_4
ok,ok (138)__Cam_5,./dataset/multiview3d_blender/ok/ok (138)/Cam_5.npy,test,multiview3d_Cam_5
rock,rock-set2 (52),./dataset/skeleton_final_v2/rock/rock-set2 (52).npy,test,original_3d
rock,rock-set2 (52)__Cam_0,./dataset/multiview3d_blender/rock/rock-set2 (52)/Cam_0.npy,test,multiview3d_Cam_0
rock,rock-set2 (52)__Cam_2,./dataset/multiview3d_blender/rock/rock-set2 (52)/Cam_2.npy,test,multiview3d_Cam_2
rock,rock-set2 (52)__Cam_4,./dataset/multiview3d_blender/rock/rock-set2 (52)/Cam_4.npy,test,multiview3d_Cam_4
rock,rock-set2 (52)__Cam_5,./dataset/multiview3d_blender/rock/rock-set2 (52)/Cam_5.npy,test,multiview3d_Cam_5
thumbup,hand-11-2240,./dataset/skeleton_final_v2/thumbup/hand-11-2240.npy,test,original_3d
thumbup,hand-11-2240__Cam_0,./dataset/multiview3d_blender/thumbup/hand-11-2240/Cam_0.npy,test,multiview3d_Cam_0
thumbup,hand-11-2240__Cam_2,./dataset/multiview3d_blender/thumbup/hand-11-2240/Cam_2.npy,test,multiview3d_Cam_2
thumbup,hand-11-2240__Cam_4,./dataset/multiview3d_blender/thumbup/hand-11-2240/Cam_4.npy,test,multiview3d_Cam_4
thumbup,hand-11-2240__Cam_5,./dataset/multiview3d_blender/thumbup/hand-11-2240/Cam_5.npy,test,multiview3d_Cam_5
ok,ok_2524,./dataset/skeleton_final_v2/ok/ok_2524.npy,test,original_3d
ok,ok_2524__Cam_0,./dataset/multiview3d_blender/ok/ok_2524/Cam_0.npy,test,multiview3d_Cam_0
ok,ok_2524__Cam_2,./dataset/multiview3d_blender/ok/ok_2524/Cam_2.npy,test,multiview3d_Cam_2
ok,ok_2524__Cam_4,./dataset/multiview3d_blender/ok/ok_2524/Cam_4.npy,test,multiview3d_Cam_4
ok,ok_2524__Cam_5,./dataset/multiview3d_blender/ok/ok_2524/Cam_5.npy,test,multiview3d_Cam_5
ok,ok_Set2_ (401),./dataset/skeleton_final_v2/ok/ok_Set2_ (401).npy,test,original_3d
ok,ok_Set2_ (401)__Cam_0,./dataset/multiview3d_blender/ok/ok_Set2_ (401)/Cam_0.npy,test,multiview3d_Cam_0
ok,ok_Set2_ (401)__Cam_2,./dataset/multiview3d_blender/ok/ok_Set2_ (401)/Cam_2.npy,test,multiview3d_Cam_2
ok,ok_Set2_ (401)__Cam_4,./dataset/multiview3d_blender/ok/ok_Set2_ (401)/Cam_4.npy,test,multiview3d_Cam_4
ok,ok_Set2_ (401)__Cam_5,./dataset/multiview3d_blender/ok/ok_Set2_ (401)/Cam_5.npy,test,multiview3d_Cam_5
ok,ok_Set2_ (37),./dataset/skeleton_final_v2/ok/ok_Set2_ (37).npy,test,original_3d
ok,ok_Set2_ (37)__Cam_0,./dataset/multiview3d_blender/ok/ok_Set2_ (37)/Cam_0.npy,test,multiview3d_Cam_0
ok,ok_Set2_ (37)__Cam_2,./dataset/multiview3d_blender/ok/ok_Set2_ (37)/Cam_2.npy,test,multiview3d_Cam_2
ok,ok_Set2_ (37)__Cam_4,./dataset/multiview3d_blender/ok/ok_Set2_ (37)/Cam_4.npy,test,multiview3d_Cam_4
ok,ok_Set2_ (37)__Cam_5,./dataset/multiview3d_blender/ok/ok_Set2_ (37)/Cam_5.npy,test,multiview3d_Cam_5
thumbup,thumbup (264),./dataset/skeleton_final_v2/thumbup/thumbup (264).npy,test,original_3d
thumbup,thumbup (264)__Cam_0,./dataset/multiview3d_blender/thumbup/thumbup (264)/Cam_0.npy,test,multiview3d_Cam_0
thumbup,thumbup (264)__Cam_2,./dataset/multiview3d_blender/thumbup/thumbup (264)/Cam_2.npy,test,multiview3d_Cam_2
thumbup,thumbup (264)__Cam_4,./dataset/multiview3d_blender/thumbup/thumbup (264)/Cam_4.npy,test,multiview3d_Cam_4
thumbup,thumbup (264)__Cam_5,./dataset/multiview3d_blender/thumbup/thumbup (264)/Cam_5.npy,test,multiview3d_Cam_5
the-finger,the-finger (145),./dataset/skeleton_final_v2/the-finger/the-finger (145).npy,test,original_3d
the-finger,the-finger (145)__Cam_0,./dataset/multiview3d_blender/the-finger/the-finger (145)/Cam_0.npy,test,multiview3d_Cam_0
the-finger,the-finger (145)__Cam_2,./dataset/multiview3d_blender/the-finger/the-finger (145)/Cam_2.npy,test,multiview3d_Cam_2
the-finger,the-finger (145)__Cam_4,./dataset/multiview3d_blender/the-finger/the-finger (145)/Cam_4.npy,test,multiview3d_Cam_4
the-finger,the-finger (145)__Cam_5,./dataset/multiview3d_blender/the-finger/the-finger (145)/Cam_5.npy,test,multiview3d_Cam_5
the-finger,the-finger-set2 (95),./dataset/skeleton_final_v2/the-finger/the-finger-set2 (95).npy,test,original_3d
the-finger,the-finger-set2 (95)__Cam_0,./dataset/multiview3d_blender/the-finger/the-finger-set2 (95)/Cam_0.npy,test,multiview3d_Cam_0
the-finger,the-finger-set2 (95)__Cam_2,./dataset/multiview3d_blender/the-finger/the-finger-set2 (95)/Cam_2.npy,test,multiview3d_Cam_2
the-finger,the-finger-set2 (95)__Cam_4,./dataset/multiview3d_blender/the-finger/the-finger-set2 (95)/Cam_4.npy,test,multiview3d_Cam_4
the-finger,the-finger-set2 (95)__Cam_5,./dataset/multiview3d_blender/the-finger/the-finger-set2 (95)/Cam_5.npy,test,multiview3d_Cam_5
scissors,scissors (393),./dataset/skeleton_final_v2/scissors/scissors (393).npy,test,original_3d
scissors,scissors (393)__Cam_0,./dataset/multiview3d_blender/scissors/scissors (393)/Cam_0.npy,test,multiview3d_Cam_0
scissors,scissors (393)__Cam_2,./dataset/multiview3d_blender/scissors/scissors (393)/Cam_2.npy,test,multiview3d_Cam_2
scissors,scissors (393)__Cam_4,./dataset/multiview3d_blender/scissors/scissors (393)/Cam_4.npy,test,multiview3d_Cam_4
scissors,scissors (393)__Cam_5,./dataset/multiview3d_blender/scissors/scissors (393)/Cam_5.npy,test,multiview3d_Cam_5
thumbup,thumbup_7394,./dataset/skeleton_final_v2/thumbup/thumbup_7394.npy,test,original_3d
thumbup,thumbup_7394__Cam_0,./dataset/multiview3d_blender/thumbup/thumbup_7394/Cam_0.npy,test,multiview3d_Cam_0
thumbup,thumbup_7394__Cam_2,./dataset/multiview3d_blender/thumbup/thumbup_7394/Cam_2.npy,test,multiview3d_Cam_2
thumbup,thumbup_7394__Cam_4,./dataset/multiview3d_blender/thumbup/thumbup_7394/Cam_4.npy,test,multiview3d_Cam_4
thumbup,thumbup_7394__Cam_5,./dataset/multiview3d_blender/thumbup/thumbup_7394/Cam_5.npy,test,multiview3d_Cam_5
thumbdown,hand-10-620,./dataset/skeleton_final_v2/thumbdown/hand-10-620.npy,test,original_3d
thumbdown,hand-10-620__Cam_0,./dataset/multiview3d_blender/thumbdown/hand-10-620/Cam_0.npy,test,multiview3d_Cam_0
thumbdown,hand-10-620__Cam_2,./dataset/multiview3d_blender/thumbdown/hand-10-620/Cam_2.npy,test,multiview3d_Cam_2
thumbdown,hand-10-620__Cam_4,./dataset/multiview3d_blender/thumbdown/hand-10-620/Cam_4.npy,test,multiview3d_Cam_4
thumbdown,hand-10-620__Cam_5,./dataset/multiview3d_blender/thumbdown/hand-10-620/Cam_5.npy,test,multiview3d_Cam_5
ok,ok_5778,./dataset/skeleton_final_v2/ok/ok_5778.npy,test,original_3d
ok,ok_5778__Cam_0,./dataset/multiview3d_blender/ok/ok_5778/Cam_0.npy,test,multiview3d_Cam_0
ok,ok_5778__Cam_2,./dataset/multiview3d_blender/ok/ok_5778/Cam_2.npy,test,multiview3d_Cam_2
ok,ok_5778__Cam_4,./dataset/multiview3d_blender/ok/ok_5778/Cam_4.npy,test,multiview3d_Cam_4
ok,ok_5778__Cam_5,./dataset/multiview3d_blender/ok/ok_5778/Cam_5.npy,test,multiview3d_Cam_5
paper,paper_6518,./dataset/skeleton_final_v2/paper/paper_6518.npy,test,original_3d
paper,paper_6518__Cam_0,./dataset/multiview3d_blender/paper/paper_6518/Cam_0.npy,test,multiview3d_Cam_0
paper,paper_6518__Cam_2,./dataset/multiview3d_blender/paper/paper_6518/Cam_2.npy,test,multiview3d_Cam_2
paper,paper_6518__Cam_4,./dataset/multiview3d_blender/paper/paper_6518/Cam_4.npy,test,multiview3d_Cam_4
paper,paper_6518__Cam_5,./dataset/multiview3d_blender/paper/paper_6518/Cam_5.npy,test,multiview3d_Cam_5
the-finger,the-finger_7267,./dataset/skeleton_final_v2/the-finger/the-finger_7267.npy,test,original_3d
the-finger,the-finger_7267__Cam_0,./dataset/multiview3d_blender/the-finger/the-finger_7267/Cam_0.npy,test,multiview3d_Cam_0
the-finger,the-finger_7267__Cam_2,./dataset/multiview3d_blender/the-finger/the-finger_7267/Cam_2.npy,test,multiview3d_Cam_2
the-finger,the-finger_7267__Cam_4,./dataset/multiview3d_blender/the-finger/the-finger_7267/Cam_4.npy,test,multiview3d_Cam_4
the-finger,the-finger_7267__Cam_5,./dataset/multiview3d_blender/the-finger/the-finger_7267/Cam_5.npy,test,multiview3d_Cam_5
thumbup,thumbup (169),./dataset/skeleton_final_v2/thumbup/thumbup (169).npy,test,original_3d
thumbup,thumbup (169)__Cam_0,./dataset/multiview3d_blender/thumbup/thumbup (169)/Cam_0.npy,test,multiview3d_Cam_0
thumbup,thumbup (169)__Cam_2,./dataset/multiview3d_blender/thumbup/thumbup (169)/Cam_2.npy,test,multiview3d_Cam_2
thumbup,thumbup (169)__Cam_4,./dataset/multiview3d_blender/thumbup/thumbup (169)/Cam_4.npy,test,multiview3d_Cam_4
thumbup,thumbup (169)__Cam_5,./dataset/multiview3d_blender/thumbup/thumbup (169)/Cam_5.npy,test,multiview3d_Cam_5
thumbdown,hand-8-1925,./dataset/skeleton_final_v2/thumbdown/hand-8-1925.npy,test,original_3d
thumbdown,hand-8-1925__Cam_0,./dataset/multiview3d_blender/thumbdown/hand-8-1925/Cam_0.npy,test,multiview3d_Cam_0
thumbdown,hand-8-1925__Cam_2,./dataset/multiview3d_blender/thumbdown/hand-8-1925/Cam_2.npy,test,multiview3d_Cam_2
thumbdown,hand-8-1925__Cam_4,./dataset/multiview3d_blender/thumbdown/hand-8-1925/Cam_4.npy,test,multiview3d_Cam_4
thumbdown,hand-8-1925__Cam_5,./dataset/multiview3d_blender/thumbdown/hand-8-1925/Cam_5.npy,test,multiview3d_Cam_5
paper,paper (249),./dataset/skeleton_final_v2/paper/paper (249).npy,test,original_3d
paper,paper (249)__Cam_0,./dataset/multiview3d_blender/paper/paper (249)/Cam_0.npy,test,multiview3d_Cam_0
paper,paper (249)__Cam_2,./dataset/multiview3d_blender/paper/paper (249)/Cam_2.npy,test,multiview3d_Cam_2
paper,paper (249)__Cam_4,./dataset/multiview3d_blender/paper/paper (249)/Cam_4.npy,test,multiview3d_Cam_4
paper,paper (249)__Cam_5,./dataset/multiview3d_blender/paper/paper (249)/Cam_5.npy,test,multiview3d_Cam_5
ok,ok_6194,./dataset/skeleton_final_v2/ok/ok_6194.npy,test,original_3d
ok,ok_6194__Cam_0,./dataset/multiview3d_blender/ok/ok_6194/Cam_0.npy,test,multiview3d_Cam_0
ok,ok_6194__Cam_2,./dataset/multiview3d_blender/ok/ok_6194/Cam_2.npy,test,multiview3d_Cam_2
ok,ok_6194__Cam_4,./dataset/multiview3d_blender/ok/ok_6194/Cam_4.npy,test,multiview3d_Cam_4
ok,ok_6194__Cam_5,./dataset/multiview3d_blender/ok/ok_6194/Cam_5.npy,test,multiview3d_Cam_5
thumbup,thumbup_2137,./dataset/skeleton_final_v2/thumbup/thumbup_2137.npy,test,original_3d
thumbup,thumbup_2137__Cam_0,./dataset/multiview3d_blender/thumbup/thumbup_2137/Cam_0.npy,test,multiview3d_Cam_0
thumbup,thumbup_2137__Cam_2,./dataset/multiview3d_blender/thumbup/thumbup_2137/Cam_2.npy,test,multiview3d_Cam_2
thumbup,thumbup_2137__Cam_4,./dataset/multiview3d_blender/thumbup/thumbup_2137/Cam_4.npy,test,multiview3d_Cam_4
thumbup,thumbup_2137__Cam_5,./dataset/multiview3d_blender/thumbup/thumbup_2137/Cam_5.npy,test,multiview3d_Cam_5
scissors,scissors-set2 (598),./dataset/skeleton_final_v2/scissors/scissors-set2 (598).npy,test,original_3d
scissors,scissors-set2 (598)__Cam_0,./dataset/multiview3d_blender/scissors/scissors-set2 (598)/Cam_0.npy,test,multiview3d_Cam_0
scissors,scissors-set2 (598)__Cam_2,./dataset/multiview3d_blender/scissors/scissors-set2 (598)/Cam_2.npy,test,multiview3d_Cam_2
scissors,scissors-set2 (598)__Cam_4,./dataset/multiview3d_blender/scissors/scissors-set2 (598)/Cam_4.npy,test,multiview3d_Cam_4
scissors,scissors-set2 (598)__Cam_5,./dataset/multiview3d_blender/scissors/scissors-set2 (598)/Cam_5.npy,test,multiview3d_Cam_5
the-finger,the-finger-set2 (1),./dataset/skeleton_final_v2/the-finger/the-finger-set2 (1).npy,test,original_3d
the-finger,the-finger-set2 (1)__Cam_0,./dataset/multiview3d_blender/the-finger/the-finger-set2 (1)/Cam_0.npy,test,multiview3d_Cam_0
the-finger,the-finger-set2 (1)__Cam_2,./dataset/multiview3d_blender/the-finger/the-finger-set2 (1)/Cam_2.npy,test,multiview3d_Cam_2
the-finger,the-finger-set2 (1)__Cam_4,./dataset/multiview3d_blender/the-finger/the-finger-set2 (1)/Cam_4.npy,test,multiview3d_Cam_4
the-finger,the-finger-set2 (1)__Cam_5,./dataset/multiview3d_blender/the-finger/the-finger-set2 (1)/Cam_5.npy,test,multiview3d_Cam_5
ok,ok_Set2_ (415),./dataset/skeleton_final_v2/ok/ok_Set2_ (415).npy,test,original_3d
ok,ok_Set2_ (415)__Cam_0,./dataset/multiview3d_blender/ok/ok_Set2_ (415)/Cam_0.npy,test,multiview3d_Cam_0
ok,ok_Set2_ (415)__Cam_2,./dataset/multiview3d_blender/ok/ok_Set2_ (415)/Cam_2.npy,test,multiview3d_Cam_2
ok,ok_Set2_ (415)__Cam_4,./dataset/multiview3d_blender/ok/ok_Set2_ (415)/Cam_4.npy,test,multiview3d_Cam_4
ok,ok_Set2_ (415)__Cam_5,./dataset/multiview3d_blender/ok/ok_Set2_ (415)/Cam_5.npy,test,multiview3d_Cam_5
scissors,scissors-set2 (113),./dataset/skeleton_final_v2/scissors/scissors-set2 (113).npy,test,original_3d
scissors,scissors-set2 (113)__Cam_0,./dataset/multiview3d_blender/scissors/scissors-set2 (113)/Cam_0.npy,test,multiview3d_Cam_0
scissors,scissors-set2 (113)__Cam_2,./dataset/multiview3d_blender/scissors/scissors-set2 (113)/Cam_2.npy,test,multiview3d_Cam_2
scissors,scissors-set2 (113)__Cam_4,./dataset/multiview3d_blender/scissors/scissors-set2 (113)/Cam_4.npy,test,multiview3d_Cam_4
scissors,scissors-set2 (113)__Cam_5,./dataset/multiview3d_blender/scissors/scissors-set2 (113)/Cam_5.npy,test,multiview3d_Cam_5
scissors,scissors-set2 (722),./dataset/skeleton_final_v2/scissors/scissors-set2 (722).npy,test,original_3d
scissors,scissors-set2 (722)__Cam_0,./dataset/multiview3d_blender/scissors/scissors-set2 (722)/Cam_0.npy,test,multiview3d_Cam_0
scissors,scissors-set2 (722)__Cam_2,./dataset/multiview3d_blender/scissors/scissors-set2 (722)/Cam_2.npy,test,multiview3d_Cam_2
scissors,scissors-set2 (722)__Cam_4,./dataset/multiview3d_blender/scissors/scissors-set2 (722)/Cam_4.npy,test,multiview3d_Cam_4
scissors,scissors-set2 (722)__Cam_5,./dataset/multiview3d_blender/scissors/scissors-set2 (722)/Cam_5.npy,test,multiview3d_Cam_5
paper,paper_5154,./dataset/skeleton_final_v2/paper/paper_5154.npy,test,original_3d
paper,paper_5154__Cam_0,./dataset/multiview3d_blender/paper/paper_5154/Cam_0.npy,test,multiview3d_Cam_0
paper,paper_5154__Cam_2,./dataset/multiview3d_blender/paper/paper_5154/Cam_2.npy,test,multiview3d_Cam_2
paper,paper_5154__Cam_4,./dataset/multiview3d_blender/paper/paper_5154/Cam_4.npy,test,multiview3d_Cam_4
paper,paper_5154__Cam_5,./dataset/multiview3d_blender/paper/paper_5154/Cam_5.npy,test,multiview3d_Cam_5
ok,ok_Set2_ (6),./dataset/skeleton_final_v2/ok/ok_Set2_ (6).npy,test,original_3d
ok,ok_Set2_ (6)__Cam_0,./dataset/multiview3d_blender/ok/ok_Set2_ (6)/Cam_0.npy,test,multiview3d_Cam_0
ok,ok_Set2_ (6)__Cam_2,./dataset/multiview3d_blender/ok/ok_Set2_ (6)/Cam_2.npy,test,multiview3d_Cam_2
ok,ok_Set2_ (6)__Cam_4,./dataset/multiview3d_blender/ok/ok_Set2_ (6)/Cam_4.npy,test,multiview3d_Cam_4
ok,ok_Set2_ (6)__Cam_5,./dataset/multiview3d_blender/ok/ok_Set2_ (6)/Cam_5.npy,test,multiview3d_Cam_5
rock,rock-set2 (563),./dataset/skeleton_final_v2/rock/rock-set2 (563).npy,test,original_3d
rock,rock-set2 (563)__Cam_0,./dataset/multiview3d_blender/rock/rock-set2 (563)/Cam_0.npy,test,multiview3d_Cam_0
rock,rock-set2 (563)__Cam_2,./dataset/multiview3d_blender/rock/rock-set2 (563)/Cam_2.npy,test,multiview3d_Cam_2
rock,rock-set2 (563)__Cam_4,./dataset/multiview3d_blender/rock/rock-set2 (563)/Cam_4.npy,test,multiview3d_Cam_4
rock,rock-set2 (563)__Cam_5,./dataset/multiview3d_blender/rock/rock-set2 (563)/Cam_5.npy,test,multiview3d_Cam_5
scissors,scissors-set2 (116),./dataset/skeleton_final_v2/scissors/scissors-set2 (116).npy,test,original_3d
