action,sample_id,input_path,split
scissors,scissors_6145,./dataset/skeleton_final_v2/scissors/scissors_6145.npy,test
scissors,scissors-set2 (373),./dataset/skeleton_final_v2/scissors/scissors-set2 (373).npy,test
paper,paper_5908,./dataset/skeleton_final_v2/paper/paper_5908.npy,test
rock,rock-set2 (24),./dataset/skeleton_final_v2/rock/rock-set2 (24).npy,test
ok,ok_6388,./dataset/skeleton_final_v2/ok/ok_6388.npy,test
thumbdown,hand-10-2315,./dataset/skeleton_final_v2/thumbdown/hand-10-2315.npy,test
ok,ok_6993,./dataset/skeleton_final_v2/ok/ok_6993.npy,test
ok,ok_Set2_ (497),./dataset/skeleton_final_v2/ok/ok_Set2_ (497).npy,test
scissors,scissors-set2 (255),./dataset/skeleton_final_v2/scissors/scissors-set2 (255).npy,test
scissors,scissors-set2 (493),./dataset/skeleton_final_v2/scissors/scissors-set2 (493).npy,test
scissors,scissors-set2 (66),./dataset/skeleton_final_v2/scissors/scissors-set2 (66).npy,test
scissors,scissors-set2 (693),./dataset/skeleton_final_v2/scissors/scissors-set2 (693).npy,test
ok,ok_1945,./dataset/skeleton_final_v2/ok/ok_1945.npy,test
ok,ok (74),./dataset/skeleton_final_v2/ok/ok (74).npy,test
paper,paper_9158,./dataset/skeleton_final_v2/paper/paper_9158.npy,test
paper,paper-set2 (85),./dataset/skeleton_final_v2/paper/paper-set2 (85).npy,test
thumbdown,thumbdown (331),./dataset/skeleton_final_v2/thumbdown/thumbdown (331).npy,test
thumbdown,thumbdown (123),./dataset/skeleton_final_v2/thumbdown/thumbdown (123).npy,test
thumbdown,thumbdown (192),./dataset/skeleton_final_v2/thumbdown/thumbdown (192).npy,test
paper,paper (59),./dataset/skeleton_final_v2/paper/paper (59).npy,test
ok,ok (146),./dataset/skeleton_final_v2/ok/ok (146).npy,test
thumbdown,thumbdown_5827,./dataset/skeleton_final_v2/thumbdown/thumbdown_5827.npy,test
thumbup,thumbup_7042,./dataset/skeleton_final_v2/thumbup/thumbup_7042.npy,test
thumbdown,hand-7-1580,./dataset/skeleton_final_v2/thumbdown/hand-7-1580.npy,test
ok,ok_8538,./dataset/skeleton_final_v2/ok/ok_8538.npy,test
rock,rock-set2 (166),./dataset/skeleton_final_v2/rock/rock-set2 (166).npy,test
the-finger,the-finger-set2 (239),./dataset/skeleton_final_v2/the-finger/the-finger-set2 (239).npy,test
paper,paper-set2 (94),./dataset/skeleton_final_v2/paper/paper-set2 (94).npy,test
paper,paper-set2 (367),./dataset/skeleton_final_v2/paper/paper-set2 (367).npy,test
thumbdown,thumbdown_2215,./dataset/skeleton_final_v2/thumbdown/thumbdown_2215.npy,test
thumbup,thumbup (403),./dataset/skeleton_final_v2/thumbup/thumbup (403).npy,test
ok,ok_2917,./dataset/skeleton_final_v2/ok/ok_2917.npy,test
scissors,scissors-set2 (361),./dataset/skeleton_final_v2/scissors/scissors-set2 (361).npy,test
ok,ok_Set2_ (71),./dataset/skeleton_final_v2/ok/ok_Set2_ (71).npy,test
thumbup,thumbup (466),./dataset/skeleton_final_v2/thumbup/thumbup (466).npy,test
the-finger,the-finger-set2 (79),./dataset/skeleton_final_v2/the-finger/the-finger-set2 (79).npy,test
thumbdown,thumbdown_7226,./dataset/skeleton_final_v2/thumbdown/thumbdown_7226.npy,test
paper,paper_6531,./dataset/skeleton_final_v2/paper/paper_6531.npy,test
paper,paper-set2 (17),./dataset/skeleton_final_v2/paper/paper-set2 (17).npy,test
ok,ok_Set2_ (246),./dataset/skeleton_final_v2/ok/ok_Set2_ (246).npy,test
ok,ok_Set2_ (373),./dataset/skeleton_final_v2/ok/ok_Set2_ (373).npy,test
thumbdown,hand-7-1530,./dataset/skeleton_final_v2/thumbdown/hand-7-1530.npy,test
paper,paper_7960,./dataset/skeleton_final_v2/paper/paper_7960.npy,test
ok,ok_Set2_ (239),./dataset/skeleton_final_v2/ok/ok_Set2_ (239).npy,test
rock,rock-set2 (603),./dataset/skeleton_final_v2/rock/rock-set2 (603).npy,test
ok,ok_Set2_ (487),./dataset/skeleton_final_v2/ok/ok_Set2_ (487).npy,test
ok,ok_Set2_ (395),./dataset/skeleton_final_v2/ok/ok_Set2_ (395).npy,test
rock,rock-set2 (54),./dataset/skeleton_final_v2/rock/rock-set2 (54).npy,test
the-finger,the-finger_6059,./dataset/skeleton_final_v2/the-finger/the-finger_6059.npy,test
paper,paper_6342,./dataset/skeleton_final_v2/paper/paper_6342.npy,test
the-finger,the-finger-set2 (102),./dataset/skeleton_final_v2/the-finger/the-finger-set2 (102).npy,test
scissors,scissors_5749,./dataset/skeleton_final_v2/scissors/scissors_5749.npy,test
thumbdown,hand-7-1590,./dataset/skeleton_final_v2/thumbdown/hand-7-1590.npy,test
scissors,scissors_6958,./dataset/skeleton_final_v2/scissors/scissors_6958.npy,test
thumbup,thumbup (5),./dataset/skeleton_final_v2/thumbup/thumbup (5).npy,test
thumbdown,thumbdown (173),./dataset/skeleton_final_v2/thumbdown/thumbdown (173).npy,test
ok,ok (228),./dataset/skeleton_final_v2/ok/ok (228).npy,test
thumbup,thumbup_140,./dataset/skeleton_final_v2/thumbup/thumbup_140.npy,test
ok,ok (66),./dataset/skeleton_final_v2/ok/ok (66).npy,test
paper,paper_1832,./dataset/skeleton_final_v2/paper/paper_1832.npy,test
ok,ok_Set2_ (65),./dataset/skeleton_final_v2/ok/ok_Set2_ (65).npy,test
ok,ok_1540,./dataset/skeleton_final_v2/ok/ok_1540.npy,test
scissors,scissors_6161,./dataset/skeleton_final_v2/scissors/scissors_6161.npy,test
thumbup,thumbup (301),./dataset/skeleton_final_v2/thumbup/thumbup (301).npy,test
scissors,scissors_1115,./dataset/skeleton_final_v2/scissors/scissors_1115.npy,test
thumbdown,hand-12-1265,./dataset/skeleton_final_v2/thumbdown/hand-12-1265.npy,test
scissors,scissors-set2 (399),./dataset/skeleton_final_v2/scissors/scissors-set2 (399).npy,test
paper,paper_2471,./dataset/skeleton_final_v2/paper/paper_2471.npy,test
ok,ok (241),./dataset/skeleton_final_v2/ok/ok (241).npy,test
thumbdown,thumbdown_3303,./dataset/skeleton_final_v2/thumbdown/thumbdown_3303.npy,test
paper,paper (122),./dataset/skeleton_final_v2/paper/paper (122).npy,test
rock,rock-set2 (363),./dataset/skeleton_final_v2/rock/rock-set2 (363).npy,test
thumbup,hand-10-2555,./dataset/skeleton_final_v2/thumbup/hand-10-2555.npy,test
thumbup,thumbup_6208,./dataset/skeleton_final_v2/thumbup/thumbup_6208.npy,test
paper,paper-set2 (382),./dataset/skeleton_final_v2/paper/paper-set2 (382).npy,test
paper,paper-set2 (259),./dataset/skeleton_final_v2/paper/paper-set2 (259).npy,test
ok,ok_Set2_ (247),./dataset/skeleton_final_v2/ok/ok_Set2_ (247).npy,test
thumbup,thumbup (322),./dataset/skeleton_final_v2/thumbup/thumbup (322).npy,test
thumbup,thumbup_7194,./dataset/skeleton_final_v2/thumbup/thumbup_7194.npy,test
ok,ok_5958,./dataset/skeleton_final_v2/ok/ok_5958.npy,test
the-finger,the-finger-set2 (352),./dataset/skeleton_final_v2/the-finger/the-finger-set2 (352).npy,test
ok,ok_5530,./dataset/skeleton_final_v2/ok/ok_5530.npy,test
scissors,scissors-set2 (189),./dataset/skeleton_final_v2/scissors/scissors-set2 (189).npy,test
ok,ok_6402,./dataset/skeleton_final_v2/ok/ok_6402.npy,test
scissors,scissors-set2 (270),./dataset/skeleton_final_v2/scissors/scissors-set2 (270).npy,test
ok,ok_Set2_ (63),./dataset/skeleton_final_v2/ok/ok_Set2_ (63).npy,test
ok,ok_6191,./dataset/skeleton_final_v2/ok/ok_6191.npy,test
ok,ok (32),./dataset/skeleton_final_v2/ok/ok (32).npy,test
thumbdown,thumbdown (174),./dataset/skeleton_final_v2/thumbdown/thumbdown (174).npy,test
rock,rock_2,./dataset/skeleton_final_v2/rock/rock_2.npy,test
scissors,scissors_3847,./dataset/skeleton_final_v2/scissors/scissors_3847.npy,test
rock,rock-set2 (43),./dataset/skeleton_final_v2/rock/rock-set2 (43).npy,test
thumbup,thumbup_1247,./dataset/skeleton_final_v2/thumbup/thumbup_1247.npy,test
scissors,scissors-set2 (325),./dataset/skeleton_final_v2/scissors/scissors-set2 (325).npy,test
ok,ok_Set2_ (454),./dataset/skeleton_final_v2/ok/ok_Set2_ (454).npy,test
the-finger,the-finger-set2 (133),./dataset/skeleton_final_v2/the-finger/the-finger-set2 (133).npy,test
ok,ok_5542,./dataset/skeleton_final_v2/ok/ok_5542.npy,test
paper,paper_1051,./dataset/skeleton_final_v2/paper/paper_1051.npy,test
paper,paper (117),./dataset/skeleton_final_v2/paper/paper (117).npy,test
scissors,scissors-set2 (512),./dataset/skeleton_final_v2/scissors/scissors-set2 (512).npy,test
ok,ok_Set2_ (532),./dataset/skeleton_final_v2/ok/ok_Set2_ (532).npy,test
ok,ok_Set2_ (81),./dataset/skeleton_final_v2/ok/ok_Set2_ (81).npy,test
thumbdown,thumbdown (35),./dataset/skeleton_final_v2/thumbdown/thumbdown (35).npy,test
paper,paper_5160,./dataset/skeleton_final_v2/paper/paper_5160.npy,test
thumbup,thumbup (227),./dataset/skeleton_final_v2/thumbup/thumbup (227).npy,test
scissors,scissors-set2 (702),./dataset/skeleton_final_v2/scissors/scissors-set2 (702).npy,test
rock,rock-set2 (216),./dataset/skeleton_final_v2/rock/rock-set2 (216).npy,test
paper,paper_4600,./dataset/skeleton_final_v2/paper/paper_4600.npy,test
ok,ok (2),./dataset/skeleton_final_v2/ok/ok (2).npy,test
thumbdown,thumbdown_5583,./dataset/skeleton_final_v2/thumbdown/thumbdown_5583.npy,test
scissors,scissors (358),./dataset/skeleton_final_v2/scissors/scissors (358).npy,test
scissors,scissors (374),./dataset/skeleton_final_v2/scissors/scissors (374).npy,test
thumbdown,thumbdown_5819,./dataset/skeleton_final_v2/thumbdown/thumbdown_5819.npy,test
thumbdown,thumbdown (297),./dataset/skeleton_final_v2/thumbdown/thumbdown (297).npy,test
ok,ok_Set2_ (122),./dataset/skeleton_final_v2/ok/ok_Set2_ (122).npy,test
thumbdown,hand-8-1890,./dataset/skeleton_final_v2/thumbdown/hand-8-1890.npy,test
ok,ok_Set2_ (14),./dataset/skeleton_final_v2/ok/ok_Set2_ (14).npy,test
scissors,scissors (480),./dataset/skeleton_final_v2/scissors/scissors (480).npy,test
scissors,scissors-set2 (294),./dataset/skeleton_final_v2/scissors/scissors-set2 (294).npy,test
thumbdown,thumbdown (287),./dataset/skeleton_final_v2/thumbdown/thumbdown (287).npy,test
thumbdown,hand-7-1660,./dataset/skeleton_final_v2/thumbdown/hand-7-1660.npy,test
thumbup,thumbup (63),./dataset/skeleton_final_v2/thumbup/thumbup (63).npy,test
thumbup,hand-10-2530,./dataset/skeleton_final_v2/thumbup/hand-10-2530.npy,test
scissors,scissors_6725,./dataset/skeleton_final_v2/scissors/scissors_6725.npy,test
rock,rock_3583,./dataset/skeleton_final_v2/rock/rock_3583.npy,test
scissors,scissors-set2 (681),./dataset/skeleton_final_v2/scissors/scissors-set2 (681).npy,test
thumbdown,thumbdown_7255,./dataset/skeleton_final_v2/thumbdown/thumbdown_7255.npy,test
scissors,scissors-set2 (7),./dataset/skeleton_final_v2/scissors/scissors-set2 (7).npy,test
the-finger,the-finger-set2 (342),./dataset/skeleton_final_v2/the-finger/the-finger-set2 (342).npy,test
thumbdown,thumbdown (153),./dataset/skeleton_final_v2/thumbdown/thumbdown (153).npy,test
paper,paper_6533,./dataset/skeleton_final_v2/paper/paper_6533.npy,test
the-finger,the-finger-set2 (201),./dataset/skeleton_final_v2/the-finger/the-finger-set2 (201).npy,test
the-finger,the-finger-set2 (354),./dataset/skeleton_final_v2/the-finger/the-finger-set2 (354).npy,test
paper,paper_1462,./dataset/skeleton_final_v2/paper/paper_1462.npy,test
scissors,scissors_5190,./dataset/skeleton_final_v2/scissors/scissors_5190.npy,test
the-finger,the-finger-set2 (108),./dataset/skeleton_final_v2/the-finger/the-finger-set2 (108).npy,test
ok,ok_3981,./dataset/skeleton_final_v2/ok/ok_3981.npy,test
scissors,scissors (61),./dataset/skeleton_final_v2/scissors/scissors (61).npy,test
the-finger,the-finger-set2 (246),./dataset/skeleton_final_v2/the-finger/the-finger-set2 (246).npy,test
the-finger,the-finger-set2 (155),./dataset/skeleton_final_v2/the-finger/the-finger-set2 (155).npy,test
ok,ok_7000,./dataset/skeleton_final_v2/ok/ok_7000.npy,test
paper,paper-set2 (158),./dataset/skeleton_final_v2/paper/paper-set2 (158).npy,test
thumbdown,thumbdown (128),./dataset/skeleton_final_v2/thumbdown/thumbdown (128).npy,test
scissors,scissors-set2 (249),./dataset/skeleton_final_v2/scissors/scissors-set2 (249).npy,test
ok,ok (160),./dataset/skeleton_final_v2/ok/ok (160).npy,test
paper,paper-set2 (437),./dataset/skeleton_final_v2/paper/paper-set2 (437).npy,test
the-finger,the-finger (1),./dataset/skeleton_final_v2/the-finger/the-finger (1).npy,test
scissors,scissors-set2 (596),./dataset/skeleton_final_v2/scissors/scissors-set2 (596).npy,test
ok,ok (104),./dataset/skeleton_final_v2/ok/ok (104).npy,test
scissors,scissors-set2 (392),./dataset/skeleton_final_v2/scissors/scissors-set2 (392).npy,test
thumbdown,thumbdown_9384,./dataset/skeleton_final_v2/thumbdown/thumbdown_9384.npy,test
paper,paper_3695,./dataset/skeleton_final_v2/paper/paper_3695.npy,test
paper,paper-set2 (440),./dataset/skeleton_final_v2/paper/paper-set2 (440).npy,test
the-finger,the-finger_3507,./dataset/skeleton_final_v2/the-finger/the-finger_3507.npy,test
thumbup,thumbup (114),./dataset/skeleton_final_v2/thumbup/thumbup (114).npy,test
paper,paper_9150,./dataset/skeleton_final_v2/paper/paper_9150.npy,test
thumbdown,thumbdown_4444,./dataset/skeleton_final_v2/thumbdown/thumbdown_4444.npy,test
ok,ok_Set2_ (347),./dataset/skeleton_final_v2/ok/ok_Set2_ (347).npy,test
thumbdown,thumbdown_6846,./dataset/skeleton_final_v2/thumbdown/thumbdown_6846.npy,test
scissors,scissors-set2 (209),./dataset/skeleton_final_v2/scissors/scissors-set2 (209).npy,test
scissors,scissors_434,./dataset/skeleton_final_v2/scissors/scissors_434.npy,test
the-finger,the-finger-set2 (364),./dataset/skeleton_final_v2/the-finger/the-finger-set2 (364).npy,test
paper,paper-set2 (20),./dataset/skeleton_final_v2/paper/paper-set2 (20).npy,test
thumbdown,thumbdown_6845,./dataset/skeleton_final_v2/thumbdown/thumbdown_6845.npy,test
the-finger,the-finger-set2 (229),./dataset/skeleton_final_v2/the-finger/the-finger-set2 (229).npy,test
the-finger,the-finger_3466,./dataset/skeleton_final_v2/the-finger/the-finger_3466.npy,test
scissors,scissors-set2 (311),./dataset/skeleton_final_v2/scissors/scissors-set2 (311).npy,test
thumbdown,thumbdown_4387,./dataset/skeleton_final_v2/thumbdown/thumbdown_4387.npy,test
paper,paper (29),./dataset/skeleton_final_v2/paper/paper (29).npy,test
ok,ok_Set2_ (397),./dataset/skeleton_final_v2/ok/ok_Set2_ (397).npy,test
thumbup,thumbup_6791,./dataset/skeleton_final_v2/thumbup/thumbup_6791.npy,test
paper,paper-set2 (394),./dataset/skeleton_final_v2/paper/paper-set2 (394).npy,test
scissors,scissors_4615,./dataset/skeleton_final_v2/scissors/scissors_4615.npy,test
ok,ok_Set2_ (241),./dataset/skeleton_final_v2/ok/ok_Set2_ (241).npy,test
ok,ok_Set2_ (413),./dataset/skeleton_final_v2/ok/ok_Set2_ (413).npy,test
paper,paper_382,./dataset/skeleton_final_v2/paper/paper_382.npy,test
paper,paper_7577,./dataset/skeleton_final_v2/paper/paper_7577.npy,test
paper,paper-set2 (169),./dataset/skeleton_final_v2/paper/paper-set2 (169).npy,test
ok,ok_Set2_ (167),./dataset/skeleton_final_v2/ok/ok_Set2_ (167).npy,test
scissors,scissors-set2 (739),./dataset/skeleton_final_v2/scissors/scissors-set2 (739).npy,test
paper,paper (210),./dataset/skeleton_final_v2/paper/paper (210).npy,test
scissors,scissors_1885,./dataset/skeleton_final_v2/scissors/scissors_1885.npy,test
thumbup,thumbup (32),./dataset/skeleton_final_v2/thumbup/thumbup (32).npy,test
scissors,scissors (8),./dataset/skeleton_final_v2/scissors/scissors (8).npy,test
thumbup,thumbup (350),./dataset/skeleton_final_v2/thumbup/thumbup (350).npy,test
thumbup,thumbup_6417,./dataset/skeleton_final_v2/thumbup/thumbup_6417.npy,test
paper,paper-set2 (469),./dataset/skeleton_final_v2/paper/paper-set2 (469).npy,test
the-finger,the-finger_7264,./dataset/skeleton_final_v2/the-finger/the-finger_7264.npy,test
paper,paper-set2 (450),./dataset/skeleton_final_v2/paper/paper-set2 (450).npy,test
ok,ok (123),./dataset/skeleton_final_v2/ok/ok (123).npy,test
paper,paper_3771,./dataset/skeleton_final_v2/paper/paper_3771.npy,test
paper,paper-set2 (304),./dataset/skeleton_final_v2/paper/paper-set2 (304).npy,test
ok,ok (219),./dataset/skeleton_final_v2/ok/ok (219).npy,test
ok,ok_Set2_ (31),./dataset/skeleton_final_v2/ok/ok_Set2_ (31).npy,test
scissors,scissors-set2 (33),./dataset/skeleton_final_v2/scissors/scissors-set2 (33).npy,test
scissors,scissors (405),./dataset/skeleton_final_v2/scissors/scissors (405).npy,test
paper,paper (15),./dataset/skeleton_final_v2/paper/paper (15).npy,test
paper,paper (152),./dataset/skeleton_final_v2/paper/paper (152).npy,test
scissors,scissors-set2 (396),./dataset/skeleton_final_v2/scissors/scissors-set2 (396).npy,test
ok,ok_3971,./dataset/skeleton_final_v2/ok/ok_3971.npy,test
thumbdown,thumbdown_2199,./dataset/skeleton_final_v2/thumbdown/thumbdown_2199.npy,test
thumbup,thumbup (110),./dataset/skeleton_final_v2/thumbup/thumbup (110).npy,test
paper,paper_6123,./dataset/skeleton_final_v2/paper/paper_6123.npy,test
scissors,scissors_7166,./dataset/skeleton_final_v2/scissors/scissors_7166.npy,test
paper,paper (9),./dataset/skeleton_final_v2/paper/paper (9).npy,test
thumbdown,thumbdown (67),./dataset/skeleton_final_v2/thumbdown/thumbdown (67).npy,test
paper,paper-set2 (421),./dataset/skeleton_final_v2/paper/paper-set2 (421).npy,test
scissors,scissors-set2 (541),./dataset/skeleton_final_v2/scissors/scissors-set2 (541).npy,test
thumbup,hand-10-240,./dataset/skeleton_final_v2/thumbup/hand-10-240.npy,test
paper,paper-set2 (255),./dataset/skeleton_final_v2/paper/paper-set2 (255).npy,test
scissors,scissors-set2 (152),./dataset/skeleton_final_v2/scissors/scissors-set2 (152).npy,test
thumbdown,thumbdown_7246,./dataset/skeleton_final_v2/thumbdown/thumbdown_7246.npy,test
scissors,scissors-set2 (711),./dataset/skeleton_final_v2/scissors/scissors-set2 (711).npy,test
rock,rock_6499,./dataset/skeleton_final_v2/rock/rock_6499.npy,test
paper,paper_9164,./dataset/skeleton_final_v2/paper/paper_9164.npy,test
paper,paper (88),./dataset/skeleton_final_v2/paper/paper (88).npy,test
ok,ok_7001,./dataset/skeleton_final_v2/ok/ok_7001.npy,test
thumbup,hand-9-1595,./dataset/skeleton_final_v2/thumbup/hand-9-1595.npy,test
thumbdown,thumbdown (29),./dataset/skeleton_final_v2/thumbdown/thumbdown (29).npy,test
scissors,scissors (370),./dataset/skeleton_final_v2/scissors/scissors (370).npy,test
rock,rock_704,./dataset/skeleton_final_v2/rock/rock_704.npy,test
ok,ok (70),./dataset/skeleton_final_v2/ok/ok (70).npy,test
ok,ok_Set2_ (500),./dataset/skeleton_final_v2/ok/ok_Set2_ (500).npy,test
ok,ok_Set2_ (367),./dataset/skeleton_final_v2/ok/ok_Set2_ (367).npy,test
ok,ok_2862,./dataset/skeleton_final_v2/ok/ok_2862.npy,test
ok,ok_Set2_ (262),./dataset/skeleton_final_v2/ok/ok_Set2_ (262).npy,test
paper,paper_7585,./dataset/skeleton_final_v2/paper/paper_7585.npy,test
the-finger,the-finger_233,./dataset/skeleton_final_v2/the-finger/the-finger_233.npy,test
thumbup,thumbup_6407,./dataset/skeleton_final_v2/thumbup/thumbup_6407.npy,test
the-finger,the-finger-set2 (208),./dataset/skeleton_final_v2/the-finger/the-finger-set2 (208).npy,test
ok,ok_Set2_ (270),./dataset/skeleton_final_v2/ok/ok_Set2_ (270).npy,test
paper,paper-set2 (329),./dataset/skeleton_final_v2/paper/paper-set2 (329).npy,test
ok,ok_Set2_ (321),./dataset/skeleton_final_v2/ok/ok_Set2_ (321).npy,test
thumbdown,thumbdown (132),./dataset/skeleton_final_v2/thumbdown/thumbdown (132).npy,test
thumbdown,thumbdown_6827,./dataset/skeleton_final_v2/thumbdown/thumbdown_6827.npy,test
paper,paper_4586,./dataset/skeleton_final_v2/paper/paper_4586.npy,test
paper,paper (228),./dataset/skeleton_final_v2/paper/paper (228).npy,test
thumbup,thumbup (386),./dataset/skeleton_final_v2/thumbup/thumbup (386).npy,test
ok,ok_Set2_ (164),./dataset/skeleton_final_v2/ok/ok_Set2_ (164).npy,test
ok,ok (254),./dataset/skeleton_final_v2/ok/ok (254).npy,test
ok,ok_Set2_ (324),./dataset/skeleton_final_v2/ok/ok_Set2_ (324).npy,test
ok,ok (138),./dataset/skeleton_final_v2/ok/ok (138).npy,test
rock,rock-set2 (52),./dataset/skeleton_final_v2/rock/rock-set2 (52).npy,test
thumbup,hand-11-2240,./dataset/skeleton_final_v2/thumbup/hand-11-2240.npy,test
ok,ok_2524,./dataset/skeleton_final_v2/ok/ok_2524.npy,test
ok,ok_Set2_ (401),./dataset/skeleton_final_v2/ok/ok_Set2_ (401).npy,test
ok,ok_Set2_ (37),./dataset/skeleton_final_v2/ok/ok_Set2_ (37).npy,test
thumbup,thumbup (264),./dataset/skeleton_final_v2/thumbup/thumbup (264).npy,test
the-finger,the-finger (145),./dataset/skeleton_final_v2/the-finger/the-finger (145).npy,test
the-finger,the-finger-set2 (95),./dataset/skeleton_final_v2/the-finger/the-finger-set2 (95).npy,test
scissors,scissors (393),./dataset/skeleton_final_v2/scissors/scissors (393).npy,test
thumbup,thumbup_7394,./dataset/skeleton_final_v2/thumbup/thumbup_7394.npy,test
thumbdown,hand-10-620,./dataset/skeleton_final_v2/thumbdown/hand-10-620.npy,test
ok,ok_5778,./dataset/skeleton_final_v2/ok/ok_5778.npy,test
paper,paper_6518,./dataset/skeleton_final_v2/paper/paper_6518.npy,test
the-finger,the-finger_7267,./dataset/skeleton_final_v2/the-finger/the-finger_7267.npy,test
thumbup,thumbup (169),./dataset/skeleton_final_v2/thumbup/thumbup (169).npy,test
thumbdown,hand-8-1925,./dataset/skeleton_final_v2/thumbdown/hand-8-1925.npy,test
paper,paper (249),./dataset/skeleton_final_v2/paper/paper (249).npy,test
ok,ok_6194,./dataset/skeleton_final_v2/ok/ok_6194.npy,test
thumbup,thumbup_2137,./dataset/skeleton_final_v2/thumbup/thumbup_2137.npy,test
scissors,scissors-set2 (598),./dataset/skeleton_final_v2/scissors/scissors-set2 (598).npy,test
the-finger,the-finger-set2 (1),./dataset/skeleton_final_v2/the-finger/the-finger-set2 (1).npy,test
ok,ok_Set2_ (415),./dataset/skeleton_final_v2/ok/ok_Set2_ (415).npy,test
scissors,scissors-set2 (113),./dataset/skeleton_final_v2/scissors/scissors-set2 (113).npy,test
scissors,scissors-set2 (722),./dataset/skeleton_final_v2/scissors/scissors-set2 (722).npy,test
paper,paper_5154,./dataset/skeleton_final_v2/paper/paper_5154.npy,test
ok,ok_Set2_ (6),./dataset/skeleton_final_v2/ok/ok_Set2_ (6).npy,test
rock,rock-set2 (563),./dataset/skeleton_final_v2/rock/rock-set2 (563).npy,test
scissors,scissors-set2 (116),./dataset/skeleton_final_v2/scissors/scissors-set2 (116).npy,test
rock,rock_678,./dataset/skeleton_final_v2/rock/rock_678.npy,test
ok,ok_6585,./dataset/skeleton_final_v2/ok/ok_6585.npy,test
paper,paper (195),./dataset/skeleton_final_v2/paper/paper (195).npy,test
ok,ok_Set2_ (335),./dataset/skeleton_final_v2/ok/ok_Set2_ (335).npy,test
rock,rock-set2 (307),./dataset/skeleton_final_v2/rock/rock-set2 (307).npy,test
thumbup,thumbup (262),./dataset/skeleton_final_v2/thumbup/thumbup (262).npy,test
thumbdown,thumbdown (175),./dataset/skeleton_final_v2/thumbdown/thumbdown (175).npy,test
the-finger,the-finger_6297,./dataset/skeleton_final_v2/the-finger/the-finger_6297.npy,test
scissors,scissors-set2 (554),./dataset/skeleton_final_v2/scissors/scissors-set2 (554).npy,test
scissors,scissors (186),./dataset/skeleton_final_v2/scissors/scissors (186).npy,test
scissors,scissors-set2 (691),./dataset/skeleton_final_v2/scissors/scissors-set2 (691).npy,test
thumbup,thumbup (309),./dataset/skeleton_final_v2/thumbup/thumbup (309).npy,test
ok,ok_Set2_ (434),./dataset/skeleton_final_v2/ok/ok_Set2_ (434).npy,test
scissors,scissors_3905,./dataset/skeleton_final_v2/scissors/scissors_3905.npy,test
scissors,scissors (433),./dataset/skeleton_final_v2/scissors/scissors (433).npy,test
the-finger,the-finger (54),./dataset/skeleton_final_v2/the-finger/the-finger (54).npy,test
thumbup,hand-10-2580,./dataset/skeleton_final_v2/thumbup/hand-10-2580.npy,test
paper,paper_5450,./dataset/skeleton_final_v2/paper/paper_5450.npy,test
paper,paper-set2 (316),./dataset/skeleton_final_v2/paper/paper-set2 (316).npy,test
rock,rock-set2 (564),./dataset/skeleton_final_v2/rock/rock-set2 (564).npy,test
thumbup,thumbup (103),./dataset/skeleton_final_v2/thumbup/thumbup (103).npy,test
thumbup,thumbup (365),./dataset/skeleton_final_v2/thumbup/thumbup (365).npy,test
paper,paper-set2 (414),./dataset/skeleton_final_v2/paper/paper-set2 (414).npy,test
paper,paper-set2 (356),./dataset/skeleton_final_v2/paper/paper-set2 (356).npy,test
ok,ok_Set2_ (573),./dataset/skeleton_final_v2/ok/ok_Set2_ (573).npy,test
thumbdown,thumbdown (14),./dataset/skeleton_final_v2/thumbdown/thumbdown (14).npy,test
paper,paper_4602,./dataset/skeleton_final_v2/paper/paper_4602.npy,test
paper,paper-set2 (416),./dataset/skeleton_final_v2/paper/paper-set2 (416).npy,test
thumbdown,hand-7-1520,./dataset/skeleton_final_v2/thumbdown/hand-7-1520.npy,test
thumbup,thumbup (87),./dataset/skeleton_final_v2/thumbup/thumbup (87).npy,test
scissors,scissors-set2 (508),./dataset/skeleton_final_v2/scissors/scissors-set2 (508).npy,test
thumbup,hand-7-1320,./dataset/skeleton_final_v2/thumbup/hand-7-1320.npy,test
ok,ok_Set2_ (526),./dataset/skeleton_final_v2/ok/ok_Set2_ (526).npy,test
ok,ok_Set2_ (175),./dataset/skeleton_final_v2/ok/ok_Set2_ (175).npy,test
paper,paper-set2 (52),./dataset/skeleton_final_v2/paper/paper-set2 (52).npy,test
rock,rock (240),./dataset/skeleton_final_v2/rock/rock (240).npy,test
the-finger,the-finger_2254,./dataset/skeleton_final_v2/the-finger/the-finger_2254.npy,test
paper,paper_7153,./dataset/skeleton_final_v2/paper/paper_7153.npy,test
scissors,scissors-set2 (92),./dataset/skeleton_final_v2/scissors/scissors-set2 (92).npy,test
ok,ok_1173,./dataset/skeleton_final_v2/ok/ok_1173.npy,test
the-finger,the-finger-set2 (135),./dataset/skeleton_final_v2/the-finger/the-finger-set2 (135).npy,test
the-finger,the-finger-set2 (316),./dataset/skeleton_final_v2/the-finger/the-finger-set2 (316).npy,test
scissors,scissors-set2 (441),./dataset/skeleton_final_v2/scissors/scissors-set2 (441).npy,test
thumbdown,thumbdown (87),./dataset/skeleton_final_v2/thumbdown/thumbdown (87).npy,test
paper,paper_5458,./dataset/skeleton_final_v2/paper/paper_5458.npy,test
ok,ok_6980,./dataset/skeleton_final_v2/ok/ok_6980.npy,test
