action,sample_id,split,orig_input_path,cam_0_path,cam_1_path,cam_2_path,cam_3_path,cam_4_path,cam_5_path,cam_6_path,cam_7_path
the-finger,the-finger-set2 (336),val,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (336).npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (336)_cam0.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (336)_cam1.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (336)_cam2.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (336)_cam3.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (336)_cam4.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (336)_cam5.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (336)_cam6.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (336)_cam7.npy
thumbdown,thumbdown_5834,val,./dataset/skeleton_final_v2/thumbdown/thumbdown_5834.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_5834_cam0.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_5834_cam1.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_5834_cam2.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_5834_cam3.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_5834_cam4.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_5834_cam5.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_5834_cam6.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_5834_cam7.npy
thumbdown,thumbdown (78),val,./dataset/skeleton_final_v2/thumbdown/thumbdown (78).npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (78)_cam0.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (78)_cam1.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (78)_cam2.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (78)_cam3.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (78)_cam4.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (78)_cam5.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (78)_cam6.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (78)_cam7.npy
scissors,scissors_6361,val,./dataset/skeleton_final_v2/scissors/scissors_6361.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_6361_cam0.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_6361_cam1.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_6361_cam2.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_6361_cam3.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_6361_cam4.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_6361_cam5.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_6361_cam6.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_6361_cam7.npy
rock,rock-set2 (147),val,./dataset/skeleton_final_v2/rock/rock-set2 (147).npy,./dataset/salux_multiview3d_8cam_front/rock/rock-set2 (147)_cam0.npy,./dataset/salux_multiview3d_8cam_front/rock/rock-set2 (147)_cam1.npy,./dataset/salux_multiview3d_8cam_front/rock/rock-set2 (147)_cam2.npy,./dataset/salux_multiview3d_8cam_front/rock/rock-set2 (147)_cam3.npy,./dataset/salux_multiview3d_8cam_front/rock/rock-set2 (147)_cam4.npy,./dataset/salux_multiview3d_8cam_front/rock/rock-set2 (147)_cam5.npy,./dataset/salux_multiview3d_8cam_front/rock/rock-set2 (147)_cam6.npy,./dataset/salux_multiview3d_8cam_front/rock/rock-set2 (147)_cam7.npy
thumbdown,thumbdown_854,val,./dataset/skeleton_final_v2/thumbdown/thumbdown_854.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_854_cam0.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_854_cam1.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_854_cam2.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_854_cam3.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_854_cam4.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_854_cam5.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_854_cam6.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_854_cam7.npy
paper,paper_7607,val,./dataset/skeleton_final_v2/paper/paper_7607.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_7607_cam0.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_7607_cam1.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_7607_cam2.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_7607_cam3.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_7607_cam4.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_7607_cam5.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_7607_cam6.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_7607_cam7.npy
ok,ok_Set2_ (74),val,./dataset/skeleton_final_v2/ok/ok_Set2_ (74).npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (74)_cam0.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (74)_cam1.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (74)_cam2.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (74)_cam3.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (74)_cam4.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (74)_cam5.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (74)_cam6.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (74)_cam7.npy
thumbup,thumbup (406),val,./dataset/skeleton_final_v2/thumbup/thumbup (406).npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (406)_cam0.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (406)_cam1.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (406)_cam2.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (406)_cam3.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (406)_cam4.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (406)_cam5.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (406)_cam6.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (406)_cam7.npy
scissors,scissors_8786,val,./dataset/skeleton_final_v2/scissors/scissors_8786.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_8786_cam0.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_8786_cam1.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_8786_cam2.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_8786_cam3.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_8786_cam4.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_8786_cam5.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_8786_cam6.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_8786_cam7.npy
paper,paper_370,val,./dataset/skeleton_final_v2/paper/paper_370.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_370_cam0.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_370_cam1.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_370_cam2.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_370_cam3.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_370_cam4.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_370_cam5.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_370_cam6.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_370_cam7.npy
scissors,scissors_2746,val,./dataset/skeleton_final_v2/scissors/scissors_2746.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_2746_cam0.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_2746_cam1.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_2746_cam2.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_2746_cam3.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_2746_cam4.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_2746_cam5.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_2746_cam6.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_2746_cam7.npy
ok,ok_Set2_ (42),val,./dataset/skeleton_final_v2/ok/ok_Set2_ (42).npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (42)_cam0.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (42)_cam1.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (42)_cam2.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (42)_cam3.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (42)_cam4.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (42)_cam5.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (42)_cam6.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (42)_cam7.npy
thumbdown,thumbdown (146),val,./dataset/skeleton_final_v2/thumbdown/thumbdown (146).npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (146)_cam0.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (146)_cam1.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (146)_cam2.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (146)_cam3.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (146)_cam4.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (146)_cam5.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (146)_cam6.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (146)_cam7.npy
ok,ok_Set2_ (10),val,./dataset/skeleton_final_v2/ok/ok_Set2_ (10).npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (10)_cam0.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (10)_cam1.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (10)_cam2.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (10)_cam3.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (10)_cam4.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (10)_cam5.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (10)_cam6.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (10)_cam7.npy
thumbdown,thumbdown_3250,val,./dataset/skeleton_final_v2/thumbdown/thumbdown_3250.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_3250_cam0.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_3250_cam1.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_3250_cam2.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_3250_cam3.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_3250_cam4.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_3250_cam5.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_3250_cam6.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_3250_cam7.npy
rock,rock-set2 (338),val,./dataset/skeleton_final_v2/rock/rock-set2 (338).npy,./dataset/salux_multiview3d_8cam_front/rock/rock-set2 (338)_cam0.npy,./dataset/salux_multiview3d_8cam_front/rock/rock-set2 (338)_cam1.npy,./dataset/salux_multiview3d_8cam_front/rock/rock-set2 (338)_cam2.npy,./dataset/salux_multiview3d_8cam_front/rock/rock-set2 (338)_cam3.npy,./dataset/salux_multiview3d_8cam_front/rock/rock-set2 (338)_cam4.npy,./dataset/salux_multiview3d_8cam_front/rock/rock-set2 (338)_cam5.npy,./dataset/salux_multiview3d_8cam_front/rock/rock-set2 (338)_cam6.npy,./dataset/salux_multiview3d_8cam_front/rock/rock-set2 (338)_cam7.npy
the-finger,the-finger_5364,val,./dataset/skeleton_final_v2/the-finger/the-finger_5364.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger_5364_cam0.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger_5364_cam1.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger_5364_cam2.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger_5364_cam3.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger_5364_cam4.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger_5364_cam5.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger_5364_cam6.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger_5364_cam7.npy
scissors,scissors (368),val,./dataset/skeleton_final_v2/scissors/scissors (368).npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (368)_cam0.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (368)_cam1.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (368)_cam2.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (368)_cam3.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (368)_cam4.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (368)_cam5.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (368)_cam6.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (368)_cam7.npy
scissors,scissors_6965,val,./dataset/skeleton_final_v2/scissors/scissors_6965.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_6965_cam0.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_6965_cam1.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_6965_cam2.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_6965_cam3.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_6965_cam4.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_6965_cam5.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_6965_cam6.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_6965_cam7.npy
the-finger,the-finger-set2 (355),val,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (355).npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (355)_cam0.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (355)_cam1.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (355)_cam2.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (355)_cam3.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (355)_cam4.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (355)_cam5.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (355)_cam6.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (355)_cam7.npy
paper,paper_1046,val,./dataset/skeleton_final_v2/paper/paper_1046.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_1046_cam0.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_1046_cam1.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_1046_cam2.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_1046_cam3.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_1046_cam4.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_1046_cam5.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_1046_cam6.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_1046_cam7.npy
scissors,scissors_7982,val,./dataset/skeleton_final_v2/scissors/scissors_7982.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_7982_cam0.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_7982_cam1.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_7982_cam2.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_7982_cam3.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_7982_cam4.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_7982_cam5.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_7982_cam6.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_7982_cam7.npy
ok,ok_Set2_ (260),val,./dataset/skeleton_final_v2/ok/ok_Set2_ (260).npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (260)_cam0.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (260)_cam1.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (260)_cam2.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (260)_cam3.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (260)_cam4.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (260)_cam5.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (260)_cam6.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (260)_cam7.npy
the-finger,the-finger-set2 (435),val,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (435).npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (435)_cam0.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (435)_cam1.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (435)_cam2.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (435)_cam3.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (435)_cam4.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (435)_cam5.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (435)_cam6.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger-set2 (435)_cam7.npy
scissors,scissors_753,val,./dataset/skeleton_final_v2/scissors/scissors_753.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_753_cam0.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_753_cam1.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_753_cam2.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_753_cam3.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_753_cam4.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_753_cam5.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_753_cam6.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_753_cam7.npy
ok,ok_Set2_ (338),val,./dataset/skeleton_final_v2/ok/ok_Set2_ (338).npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (338)_cam0.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (338)_cam1.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (338)_cam2.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (338)_cam3.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (338)_cam4.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (338)_cam5.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (338)_cam6.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (338)_cam7.npy
rock,rock-set2 (427),val,./dataset/skeleton_final_v2/rock/rock-set2 (427).npy,./dataset/salux_multiview3d_8cam_front/rock/rock-set2 (427)_cam0.npy,./dataset/salux_multiview3d_8cam_front/rock/rock-set2 (427)_cam1.npy,./dataset/salux_multiview3d_8cam_front/rock/rock-set2 (427)_cam2.npy,./dataset/salux_multiview3d_8cam_front/rock/rock-set2 (427)_cam3.npy,./dataset/salux_multiview3d_8cam_front/rock/rock-set2 (427)_cam4.npy,./dataset/salux_multiview3d_8cam_front/rock/rock-set2 (427)_cam5.npy,./dataset/salux_multiview3d_8cam_front/rock/rock-set2 (427)_cam6.npy,./dataset/salux_multiview3d_8cam_front/rock/rock-set2 (427)_cam7.npy
paper,paper_7609,val,./dataset/skeleton_final_v2/paper/paper_7609.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_7609_cam0.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_7609_cam1.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_7609_cam2.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_7609_cam3.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_7609_cam4.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_7609_cam5.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_7609_cam6.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_7609_cam7.npy
paper,paper-set2 (433),val,./dataset/skeleton_final_v2/paper/paper-set2 (433).npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (433)_cam0.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (433)_cam1.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (433)_cam2.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (433)_cam3.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (433)_cam4.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (433)_cam5.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (433)_cam6.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (433)_cam7.npy
ok,ok_Set2_ (429),val,./dataset/skeleton_final_v2/ok/ok_Set2_ (429).npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (429)_cam0.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (429)_cam1.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (429)_cam2.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (429)_cam3.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (429)_cam4.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (429)_cam5.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (429)_cam6.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (429)_cam7.npy
thumbdown,thumbdown (316),val,./dataset/skeleton_final_v2/thumbdown/thumbdown (316).npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (316)_cam0.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (316)_cam1.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (316)_cam2.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (316)_cam3.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (316)_cam4.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (316)_cam5.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (316)_cam6.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (316)_cam7.npy
ok,ok_Set2_ (214),val,./dataset/skeleton_final_v2/ok/ok_Set2_ (214).npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (214)_cam0.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (214)_cam1.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (214)_cam2.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (214)_cam3.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (214)_cam4.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (214)_cam5.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (214)_cam6.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (214)_cam7.npy
thumbup,thumbup_8096,val,./dataset/skeleton_final_v2/thumbup/thumbup_8096.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup_8096_cam0.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup_8096_cam1.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup_8096_cam2.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup_8096_cam3.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup_8096_cam4.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup_8096_cam5.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup_8096_cam6.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup_8096_cam7.npy
scissors,scissors-set2 (434),val,./dataset/skeleton_final_v2/scissors/scissors-set2 (434).npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (434)_cam0.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (434)_cam1.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (434)_cam2.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (434)_cam3.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (434)_cam4.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (434)_cam5.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (434)_cam6.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (434)_cam7.npy
scissors,scissors_7175,val,./dataset/skeleton_final_v2/scissors/scissors_7175.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_7175_cam0.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_7175_cam1.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_7175_cam2.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_7175_cam3.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_7175_cam4.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_7175_cam5.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_7175_cam6.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_7175_cam7.npy
scissors,scissors (416),val,./dataset/skeleton_final_v2/scissors/scissors (416).npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (416)_cam0.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (416)_cam1.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (416)_cam2.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (416)_cam3.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (416)_cam4.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (416)_cam5.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (416)_cam6.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (416)_cam7.npy
